time	V(vin)-V(vout)	V(vout)
2.887820019079703e-001	8.776150e-001	7.977032e+000
2.898065130587167e-001	9.596667e-001	5.492153e+000
2.911966228937512e-001	6.109067e-001	1.151857e+000
2.915310687647080e-001	3.407473e-001	1.702222e-001
2.916529090230926e-001	4.622648e-002	5.638379e-003
2.917201333359306e-001	-2.015326e-001	-1.835918e-005
2.917867765677012e-001	-4.526321e-001	-1.687460e-005
2.918695543458205e-001	-7.641075e-001	-1.545832e-005
2.920351099020589e-001	-1.384523e+000	-1.351212e-005
2.923662210145359e-001	-2.606782e+000	-1.102069e-005
2.929820617498621e-001	-4.758158e+000	-8.166746e-006
2.939396600665885e-001	-7.558148e+000	-5.060969e-006
2.945342184763013e-001	-8.824480e+000	-3.413996e-006
2.949505079729081e-001	-9.451254e+000	-2.314031e-006
2.952559868076965e-001	-9.764064e+000	-1.519908e-006
2.955264403182880e-001	-9.933146e+000	-8.266341e-007
2.957941644860377e-001	-9.998910e+000	-1.443654e-007
2.960687741042684e-001	-9.960636e+000	5.545057e-007
2.964665117412839e-001	-9.716457e+000	1.565505e-006
2.971105821546001e-001	-8.862963e+000	3.224605e-006
2.981324476652068e-001	-6.473111e+000	6.327455e-006
2.996528250379349e-001	-1.472488e+000	1.674030e-001
3.002783754820291e-001	3.132520e-001	7.342735e-001
3.005422043727773e-001	6.134366e-001	1.416421e+000
3.007603104504554e-001	6.334157e-001	2.193800e+000
3.009836910633669e-001	6.535444e-001	2.970466e+000
3.014304522891900e-001	7.269044e-001	4.408174e+000
3.022599660734372e-001	7.998495e-001	6.726055e+000
3.028587367468184e-001	7.891026e-001	8.019698e+000
3.034549725231367e-001	7.339506e-001	8.908273e+000
3.037174566330237e-001	7.093592e-001	9.147589e+000
3.040150504343658e-001	7.188883e-001	9.264781e+000
3.043602618597524e-001	7.277708e-001	9.245608e+000
3.047317933480149e-001	7.584133e-001	9.015497e+000
3.053341928658046e-001	8.580875e-001	8.188803e+000
3.062943136422093e-001	9.769454e-001	5.975013e+000
3.077423476120863e-001	6.640340e-001	1.545543e+000
3.081352338696378e-001	4.343247e-001	3.117987e-001
3.082770281476880e-001	1.925071e-001	1.974252e-002
3.083115998876256e-001	8.195024e-002	-1.799623e-005
3.083259847116814e-001	2.772361e-002	-1.999347e-005
3.083711227268315e-001	-1.424391e-001	-1.876549e-005
3.084313067470316e-001	-3.692498e-001	-1.735364e-005
3.085516747874318e-001	-8.221834e-001	-1.526869e-005
3.087071842428027e-001	-1.404710e+000	-1.339881e-005
3.089341951625578e-001	-2.245862e+000	-1.153842e-005
3.092508779410782e-001	-3.390483e+000	-9.735462e-006
3.097091347022583e-001	-4.957203e+000	-7.845517e-006
3.103620608334551e-001	-6.924010e+000	-5.742597e-006
3.113149917629939e-001	-9.018611e+000	-3.093196e-006
3.116999108329397e-001	-9.548544e+000	-2.085737e-006
3.119844447490295e-001	-9.811714e+000	-1.356404e-006
3.122680654148264e-001	-9.961797e+000	-6.337406e-007
3.126207985594268e-001	-9.989633e+000	2.649528e-007
3.129466723008177e-001	-9.858557e+000	1.096941e-006
3.134760003144641e-001	-9.330693e+000	2.464075e-006
3.143254957993570e-001	-7.723938e+000	4.808043e-006
3.156340701161177e-001	-3.795231e+000	9.363494e-006
3.161985923483867e-001	-1.755468e+000	1.285036e-005
3.165719771547469e-001	-3.571090e-001	2.137441e-004
3.167564708073600e-001	3.047349e-001	3.375410e-002
3.168286330402905e-001	4.879298e-001	1.222897e-001
3.168865361546926e-001	5.513375e-001	2.766021e-001
3.169342098089062e-001	5.707713e-001	4.361333e-001
3.169829803158137e-001	5.829158e-001	6.067343e-001
3.172153924278661e-001	6.160613e-001	1.437864e+000
3.174238635054547e-001	6.381602e-001	2.177795e+000
3.178408056606318e-001	6.767871e-001	3.606478e+000
3.182973543202479e-001	6.994061e-001	5.068176e+000
3.187161593589223e-001	7.269206e-001	6.253364e+000
3.192756944415108e-001	7.716064e-001	7.553257e+000
3.198624051632806e-001	7.425203e-001	8.595031e+000
3.201905439829870e-001	7.100945e-001	8.997730e+000
3.204450339239908e-001	7.103987e-001	9.182649e+000
3.207608682753997e-001	7.156553e-001	9.280613e+000
3.210563937509462e-001	7.230873e-001	9.241576e+000
3.214463816228429e-001	7.655268e-001	8.968592e+000
3.220781513110135e-001	8.713255e-001	8.047592e+000
3.230818996197127e-001	9.697204e-001	5.647452e+000
3.245170105242187e-001	6.015520e-001	1.209231e+000
3.248829749877358e-001	2.957167e-001	1.453141e-001
3.249951664192928e-001	1.676517e-002	1.456990e-003
3.250547817488213e-001	-2.064893e-001	-1.833232e-005
3.251128871230988e-001	-4.254289e-001	-1.703571e-005
3.252289588288125e-001	-8.620679e-001	-1.514563e-005
3.254611022402399e-001	-1.729560e+000	-1.270462e-005
3.258754278109775e-001	-3.240690e+000	-1.003711e-005
3.265073839086143e-001	-5.381743e+000	-7.454795e-006
3.275435993058923e-001	-8.185680e+000	-4.308483e-006
3.280537353032335e-001	-9.132658e+000	-2.923736e-006
3.284192483935053e-001	-9.605646e+000	-1.962073e-006
3.286906050179683e-001	-9.839381e+000	-1.259697e-006
3.289824790468399e-001	-9.975902e+000	-5.142616e-007
3.293481145662324e-001	-9.976613e+000	4.147203e-007
3.297120327554904e-001	-9.789392e+000	1.340842e-006
3.303022873723278e-001	-9.097486e+000	2.854528e-006
3.312442210865783e-001	-7.086461e+000	5.550874e-006
3.326701620902234e-001	-2.474145e+000	1.158451e-005
3.331351207952936e-001	-7.962928e-001	4.974431e-002
3.335256109327052e-001	4.046632e-001	3.195717e-001
3.336474994097723e-001	5.782776e-001	6.033335e-001
3.337688071299365e-001	6.020979e-001	1.032235e+000
3.338986085182715e-001	6.178621e-001	1.497082e+000
3.341582112949416e-001	6.461799e-001	2.413659e+000
3.346099635879312e-001	7.249689e-001	3.904157e+000
3.355134681739104e-001	7.610350e-001	6.563314e+000
3.359164609967794e-001	7.162619e-001	7.554108e+000
3.362537049901728e-001	7.164021e-001	8.199996e+000
3.366116106018078e-001	7.231436e-001	8.721239e+000
3.369699681855811e-001	7.143116e-001	9.086717e+000
3.372319479114432e-001	7.099466e-001	9.239038e+000
3.375298178499580e-001	7.109900e-001	9.288379e+000
3.377985525630691e-001	7.235737e-001	9.213154e+000
3.382357428686570e-001	7.846785e-001	8.833115e+000
3.389421190405703e-001	9.037828e-001	7.654398e+000
3.400542472900370e-001	9.178777e-001	4.793307e+000
3.412925309608163e-001	3.402153e-001	1.065571e+000
3.417305471522010e-001	-3.933828e-001	1.525823e-001
3.419945416906634e-001	-1.232901e+000	-1.395998e-005
3.421409761404359e-001	-1.778579e+000	-1.242209e-005
3.422795030389645e-001	-2.289829e+000	-1.139682e-005
3.425565568360219e-001	-3.292221e+000	-9.876519e-006
3.431106644301366e-001	-5.178822e+000	-7.665479e-006
3.442188796183659e-001	-8.204290e+000	-4.288186e-006
3.447264220909324e-001	-9.141880e+000	-2.910125e-006
3.450903280570737e-001	-9.610258e+000	-1.950119e-006
3.453605858796759e-001	-9.841604e+000	-1.250879e-006
3.456531612583694e-001	-9.976941e+000	-5.047229e-007
3.460162796849674e-001	-9.976226e+000	4.185663e-007
3.463811371593418e-001	-9.787511e+000	1.345991e-006
3.469728910491763e-001	-9.091314e+000	2.865393e-006
3.479170744416330e-001	-7.069986e+000	5.570892e-006
3.493457668993285e-001	-2.510413e+000	6.894228e-002
3.502040961483551e-001	2.155423e-001	5.531231e-001
3.504717592991184e-001	6.029577e-001	1.166172e+000
3.506884451523196e-001	6.296357e-001	1.936702e+000
3.509437351164385e-001	6.514106e-001	2.831803e+000
3.513303995021946e-001	7.072020e-001	4.100640e+000
3.521037282737069e-001	8.007813e-001	6.324444e+000
3.527910772684228e-001	8.151956e-001	7.870018e+000
3.534475712315554e-001	7.394896e-001	8.895299e+000
3.537118893614649e-001	7.094469e-001	9.143943e+000
3.540082903150084e-001	7.191763e-001	9.263004e+000
3.543577419983858e-001	7.281380e-001	9.245929e+000
3.547276943713363e-001	7.578154e-001	9.019351e+000
3.553275762349145e-001	8.569469e-001	8.200543e+000
3.562839336954082e-001	9.765582e-001	6.003475e+000
3.577274244975406e-001	6.660151e-001	1.598395e+000
3.580610565825599e-001	4.771719e-001	5.474857e-001
3.582753952242497e-001	1.908833e-001	2.752082e-002
3.583051673122856e-001	1.061983e-001	-1.692418e-005
3.583217705360348e-001	4.361059e-002	-2.000991e-005
3.584493578012334e-001	-4.372455e-001	-1.699272e-005
3.585774144227233e-001	-9.188512e-001	-1.490767e-005
3.587417851678293e-001	-1.533736e+000	-1.306415e-005
3.589836368409699e-001	-2.427091e+000	-1.121211e-005
3.593215029900784e-001	-3.639732e+000	-9.403673e-006
3.598103768512578e-001	-5.284989e+000	-7.486818e-006
3.605079085432555e-001	-7.310058e+000	-5.311196e-006
3.613542955327767e-001	-9.081632e+000	-2.987995e-006
3.617285944811191e-001	-9.580109e+000	-2.012985e-006
3.620059377820113e-001	-9.827041e+000	-1.303458e-006
3.622940258897102e-001	-9.969866e+000	-5.701027e-007
3.626733132237451e-001	-9.978663e+000	3.956335e-007
3.630321316710310e-001	-9.799456e+000	1.313914e-006
3.636142417877069e-001	-9.130650e+000	2.827864e-006
3.645439327209398e-001	-7.175321e+000	5.490947e-006
3.659548094295899e-001	-2.651554e+000	1.136995e-005
3.664991426121235e-001	-6.461964e-001	1.506534e-002
3.668101253305610e-001	3.755152e-001	1.650476e-001
3.669186996355704e-001	5.557023e-001	3.930107e-001
3.670220657239338e-001	5.891929e-001	7.466250e-001
3.672704833653367e-001	6.207271e-001	1.636000e+000
3.674928821955190e-001	6.393464e-001	2.425292e+000
3.677644097934813e-001	6.645422e-001	3.356734e+000
3.682521923454077e-001	7.208085e-001	4.906859e+000
3.688784072651200e-001	8.149734e-001	6.589976e+000
3.697424534871037e-001	7.768326e-001	8.389378e+000
3.701020898250561e-001	7.138920e-001	8.908532e+000
3.703694229183465e-001	7.095013e-001	9.137956e+000
3.706638748089689e-001	7.196398e-001	9.259961e+000
3.710202763310246e-001	7.287321e-001	9.246444e+000
3.713876388707370e-001	7.568378e-001	9.025617e+000
3.719833900705002e-001	8.550739e-001	8.219681e+000
3.729335653019508e-001	9.761481e-001	6.049729e+000
3.743695605041251e-001	6.670135e-001	1.687375e+000
3.746600296384426e-001	5.386595e-001	7.394927e-001
3.749030925264538e-001	3.175545e-001	4.769676e-002
3.749415616928180e-001	2.200521e-001	2.372693e-004
3.749680127978158e-001	1.206012e-001	-1.524937e-005
3.749941293612752e-001	2.215144e-002	-1.966895e-005
3.751508287420314e-001	-5.682882e-001	-1.640483e-005
3.753385112605150e-001	-1.272683e+000	-1.382445e-005
3.755774252823446e-001	-2.159679e+000	-1.172249e-005
3.759161765995268e-001	-3.385631e+000	-9.760996e-006
3.764285383006515e-001	-5.128878e+000	-7.679679e-006
3.772076396964182e-001	-7.394546e+000	-5.234182e-006
3.778946219426314e-001	-8.872025e+000	-3.343064e-006
3.783033948664702e-001	-9.475080e+000	-2.264069e-006
3.786038954234566e-001	-9.775783e+000	-1.483173e-006
3.788778848212538e-001	-9.940796e+000	-7.805568e-007
3.791596691188114e-001	-9.999966e+000	-6.263841e-008
3.794140658026989e-001	-9.956538e+000	5.843512e-007
3.798192859979105e-001	-9.698868e+000	1.615926e-006
3.804752144613245e-001	-8.807702e+000	3.330864e-006
3.815144554883474e-001	-6.332162e+000	6.580330e-006
3.830544146285195e-001	-1.049580e+000	1.815908e-005
3.833796081909023e-001	6.074052e-002	1.137027e-001
3.835816049883297e-001	4.815464e-001	4.530497e-001
3.837728881594794e-001	6.007376e-001	1.048772e+000
3.840637486829241e-001	6.311567e-001	2.087778e+000
3.843463870752235e-001	6.636374e-001	3.063319e+000
3.849116638598221e-001	7.971911e-001	4.808034e+000
3.860422174290194e-001	8.265443e-001	7.700943e+000
3.865035453806642e-001	7.397871e-001	8.562890e+000
3.868892179369897e-001	7.310276e-001	9.005045e+000
3.872596285055271e-001	7.282324e-001	9.230738e+000
3.876103818490574e-001	7.222157e-001	9.269128e+000
3.879297167957059e-001	7.396326e-001	9.129436e+000
3.884485364028794e-001	8.202286e-001	8.547203e+000
3.892818989248385e-001	9.125032e-001	6.914772e+000
3.903639363547335e-001	8.119526e-001	3.904166e+000
3.915506255816875e-001	-4.480174e-002	4.821268e-001
3.919160610048503e-001	-9.406889e-001	1.878999e-003
3.922551998893507e-001	-2.200547e+000	-1.170862e-005
3.925808604790627e-001	-3.378597e+000	-9.791028e-006
3.932321816584866e-001	-5.565142e+000	-7.251791e-006
3.942658617127852e-001	-8.304265e+000	-4.154196e-006
3.947593562131911e-001	-9.191495e+000	-2.822968e-006
3.951145066029959e-001	-9.635058e+000	-1.886295e-006
3.953787581108218e-001	-9.853518e+000	-1.203847e-006
3.956752023001036e-001	-9.982235e+000	-4.487091e-007
3.960245001196003e-001	-9.974042e+000	4.399386e-007
3.963945098060486e-001	-9.777049e+000	1.379598e-006
3.969944830598848e-001	-9.057109e+000	2.921913e-006
3.979509771913083e-001	-6.979022e+000	5.682875e-006
3.993946332468088e-001	-2.563149e+000	3.007292e-001
4.004366385270359e-001	9.324324e-002	1.545421e+000
4.010869828080084e-001	6.724427e-001	3.311659e+000
4.014430788304440e-001	6.830201e-001	4.492846e+000
4.018402828245523e-001	6.980019e-001	5.696403e+000
4.022093269316067e-001	7.065415e-001	6.692290e+000
4.025838049856418e-001	7.590904e-001	7.512714e+000
4.033327610937120e-001	7.629805e-001	8.746918e+000
4.036667193931942e-001	7.154951e-001	9.107414e+000
4.039558740938501e-001	7.215471e-001	9.246895e+000
4.043381796194240e-001	7.308292e-001	9.248274e+000
4.046958693116773e-001	7.532320e-001	9.048416e+000
4.052761757725909e-001	8.480597e-001	8.289849e+000
4.062031505071078e-001	9.727292e-001	6.222117e+000
4.076106644019277e-001	5.143971e-001	2.176423e+000
4.083717555259293e-001	-4.503425e-001	3.054993e-001
4.086920666879864e-001	-1.348260e+000	-1.376601e-005
4.089188511937369e-001	-2.189457e+000	-1.161902e-005
4.091395223218579e-001	-2.992676e+000	-1.027517e-005
4.095808645780999e-001	-4.531602e+000	-8.364019e-006
4.104635490905839e-001	-7.194927e+000	-5.466539e-006
4.111050387104170e-001	-8.648782e+000	-3.667757e-006
4.115483296509649e-001	-9.363287e+000	-2.494223e-006
4.118714824299368e-001	-9.720594e+000	-1.651129e-006
4.121294663055866e-001	-9.902594e+000	-9.887498e-007
4.124111833613952e-001	-9.994395e+000	-2.712440e-007
4.127169780745035e-001	-9.966564e+000	5.071394e-007
4.131031574371384e-001	-9.742593e+000	1.487719e-006
4.137288751141923e-001	-8.945940e+000	3.098304e-006
4.147236756077934e-001	-6.687239e+000	6.049007e-006
4.162128611737434e-001	-1.996433e+000	2.939599e-001
4.170732513193316e-001	1.817914e-001	1.345002e+000
4.176237278669040e-001	6.573379e-001	2.872924e+000
4.179443268915318e-001	6.703894e-001	3.962178e+000
4.182938573959396e-001	6.833029e-001	5.073504e+000
4.186144813542103e-001	6.939597e-001	6.006783e+000
4.189764460306536e-001	7.365031e-001	6.911726e+000
4.196226903003945e-001	8.122797e-001	8.164162e+000
4.202788605468328e-001	7.436762e-001	9.038648e+000
4.205548600746586e-001	7.074499e-001	9.237494e+000
4.208119671084590e-001	7.066402e-001	9.293036e+000
4.210753917583104e-001	7.197123e-001	9.238680e+000
4.214772705579808e-001	7.702274e-001	8.936558e+000
4.221279060006750e-001	8.797264e-001	7.952798e+000
4.231594022185391e-001	9.689126e-001	5.426405e+000
4.246249413859887e-001	3.933097e-001	1.015921e+000
4.250203800029985e-001	-2.522919e-001	1.754619e-001
4.253199668304261e-001	-1.203309e+000	-1.412533e-005
4.254937273381564e-001	-1.850567e+000	-1.228061e-005
4.256578278327519e-001	-2.454599e+000	-1.112786e-005
4.259860288219427e-001	-3.632214e+000	-9.432071e-006
4.266424308003243e-001	-5.803684e+000	-6.985103e-006
4.276274106129120e-001	-8.363056e+000	-4.076137e-006
4.281125472810070e-001	-9.220725e+000	-2.767756e-006
4.284624478354371e-001	-9.649653e+000	-1.850470e-006
4.287230817615013e-001	-9.860499e+000	-1.176768e-006
4.290218844199107e-001	-9.985108e+000	-4.135050e-007
4.293628086265774e-001	-9.972675e+000	4.522641e-007
4.297359359794873e-001	-9.770598e+000	1.402858e-006
4.303408791099298e-001	-9.036124e+000	2.954438e-006
4.313047983074121e-001	-6.923498e+000	5.752166e-006
4.327574026549910e-001	-2.209049e+000	5.486004e-002
4.335204971024955e-001	8.389664e-002	6.211088e-001
4.339485970529419e-001	6.186067e-001	1.680141e+000
4.342671116229156e-001	6.486444e-001	2.799359e+000
4.345612940043550e-001	6.781371e-001	3.787582e+000
4.351496587672338e-001	7.796483e-001	5.545057e+000
4.360026301265428e-001	8.011279e-001	7.647460e+000
4.365089292955490e-001	7.423010e-001	8.567803e+000
4.368846868224197e-001	7.152805e-001	9.016879e+000
4.371458969493189e-001	7.069483e-001	9.204082e+000
4.374148452199189e-001	7.115164e-001	9.283331e+000
4.377183403566450e-001	7.238827e-001	9.242260e+000
4.381053727864033e-001	7.643728e-001	8.976334e+000
4.387324464475225e-001	8.692188e-001	8.070694e+000
4.397292536756476e-001	9.789772e-001	5.692606e+000
4.412207802437507e-001	2.011638e-001	1.471883e+000
4.418976719570792e-001	-1.138163e+000	2.683936e-001
4.425798384086822e-001	-3.374970e+000	-1.002201e-005
4.431050904267118e-001	-5.160835e+000	-7.614741e-006
4.435847214603108e-001	-6.617037e+000	-6.066761e-006
4.445439835275090e-001	-8.841736e+000	-3.395736e-006
4.449575561091165e-001	-9.459901e+000	-2.303293e-006
4.452612384433339e-001	-9.768320e+000	-1.508055e-006
4.455329667625634e-001	-9.935956e+000	-8.099557e-007
4.458057581993388e-001	-9.999459e+000	-1.147343e-007
4.460730838549522e-001	-9.959182e+000	5.672438e-007
4.464735185323635e-001	-9.710177e+000	1.582179e-006
4.471218652321687e-001	-8.843183e+000	3.254985e-006
4.481500070180480e-001	-6.422513e+000	6.394771e-006
4.496774981947835e-001	-1.742407e+000	5.295970e-001
4.506261560132979e-001	2.479270e-001	2.090764e+000
4.515665858136128e-001	7.813010e-001	4.787202e+000
4.522718701277445e-001	7.513037e-001	6.804076e+000
4.526972320778713e-001	7.181807e-001	7.786280e+000
4.530181982060348e-001	7.151575e-001	8.362111e+000
4.533690640337780e-001	7.174892e-001	8.833837e+000
4.536792884317767e-001	7.134848e-001	9.118193e+000
4.539714632237865e-001	7.209730e-001	9.251962e+000
4.543440024927380e-001	7.300615e-001	9.247600e+000
4.547053428965429e-001	7.545862e-001	9.039922e+000
4.552914816001324e-001	8.507099e-001	8.263610e+000
4.562272328841641e-001	9.741349e-001	6.157362e+000
4.576455857383271e-001	4.403698e-001	2.123426e+000
4.584344929049336e-001	-8.131382e-001	4.318680e-001
4.590694576564889e-001	-2.739629e+000	-1.103123e-005
4.595576379288059e-001	-4.453374e+000	-8.418503e-006
4.600315393892426e-001	-5.973621e+000	-6.761887e-006
4.609793423101160e-001	-8.401291e+000	-4.020684e-006
4.614590018246390e-001	-9.239757e+000	-2.729861e-006
4.618054454116151e-001	-9.659149e+000	-1.826628e-006
4.620636905923454e-001	-9.865027e+000	-1.158979e-006
4.623640620998551e-001	-9.986871e+000	-3.905254e-007
4.626994370201487e-001	-9.971749e+000	4.602235e-007
4.630746289675147e-001	-9.766275e+000	1.418082e-006
4.636828616882516e-001	-9.022109e+000	2.976093e-006
4.646516877449593e-001	-6.886532e+000	5.692909e-006
4.661101734822534e-001	-2.529765e+000	4.471902e-001
4.672596592410093e-001	5.850577e-002	2.158450e+000
4.684028334171970e-001	8.403916e-001	5.247389e+000
4.691823081016354e-001	7.637315e-001	7.360958e+000
4.695777080565416e-001	7.106705e-001	8.189747e+000
4.698262931712933e-001	7.042885e-001	8.583673e+000
4.701219564868374e-001	7.104740e-001	8.932066e+000
4.704123084839696e-001	7.119207e-001	9.162379e+000
4.707057283790121e-001	7.168541e-001	9.271577e+000
4.710358740161582e-001	7.264204e-001	9.244443e+000
4.714130104568938e-001	7.605495e-001	9.001616e+000
4.720243402424394e-001	8.621283e-001	8.146692e+000
4.729977802305534e-001	9.780631e-001	5.873506e+000
4.744617727645275e-001	2.122877e-001	1.802887e+000
4.752724348649688e-001	-1.358790e+000	3.335398e-001
4.760081828343155e-001	-3.709901e+000	-9.610520e-006
4.765776603362310e-001	-5.603125e+000	-7.142918e-006
4.771074140351648e-001	-7.134963e+000	-5.506484e-006
4.779708061200366e-001	-9.000860e+000	-3.143610e-006
4.783586739073217e-001	-9.539650e+000	-2.125529e-006
4.786451953806364e-001	-9.807382e+000	-1.378023e-006
4.789275967693076e-001	-9.959412e+000	-6.529741e-007
4.792786556159549e-001	-9.991089e+000	2.390942e-007
4.795989994465184e-001	-9.867474e+000	1.055570e-006
4.801194410730459e-001	-9.361830e+000	2.381747e-006
4.809552972241825e-001	-7.811460e+000	4.607903e-006
4.822458788526999e-001	-4.004306e+000	1.857326e-002
4.834875032620880e-001	-2.423045e-001	8.231843e-001
4.841577608468674e-001	6.508076e-001	2.407414e+000
4.847242373263252e-001	7.049332e-001	4.301644e+000
4.852437667222857e-001	7.996192e-001	5.795855e+000
4.862828255142068e-001	8.022442e-001	8.163319e+000
4.866765055164588e-001	7.194109e-001	8.802550e+000
4.869669332547874e-001	7.100754e-001	9.088675e+000
4.872469581760358e-001	7.130146e-001	9.241519e+000
4.875564700517302e-001	7.139139e-001	9.283820e+000
4.878419485516581e-001	7.286348e-001	9.188389e+000
4.883062065804816e-001	7.961864e-001	8.745482e+000
4.890549982188781e-001	9.209585e-001	7.409416e+000
4.902270257707672e-001	8.362474e-001	4.328525e+000
4.916141867356512e-001	-3.554237e-001	5.532554e-001
4.920654370757601e-001	-1.497662e+000	-1.114961e-005
4.924896661907026e-001	-3.053086e+000	-1.027823e-005
4.929102476138070e-001	-4.518322e+000	-8.364349e-006
4.937514104600160e-001	-7.074821e+000	-5.595571e-006
4.944082036357080e-001	-8.591132e+000	-3.749956e-006
4.948601221571494e-001	-9.334465e+000	-2.548263e-006
4.951888533252378e-001	-9.706291e+000	-1.694531e-006
4.954429288887755e-001	-9.891886e+000	-1.041351e-006
4.957582630935380e-001	-9.995995e+000	-2.366974e-007
4.960554248201307e-001	-9.964970e+000	5.178972e-007
4.964448060367805e-001	-9.735479e+000	1.511551e-006
4.970756120091813e-001	-8.923246e+000	3.131812e-006
4.980779369680384e-001	-6.628371e+000	6.124914e-006
4.995758772305354e-001	-1.592115e+000	1.394285e-005
5.000000000000000e-001	-1.544193e-005	1.544192e-005
