time	V(vout)	I(D1)
6.354418551029109e-002	9.234813e+000	5.147319e-008
6.364418551029108e-002	9.231331e+000	5.629886e-008
6.394418551029105e-002	9.220894e+000	7.061385e-008
6.424418551029101e-002	9.210469e+000	8.463928e-008
6.454418551029098e-002	9.200056e+000	9.831490e-008
6.484418551029095e-002	9.189654e+000	1.115814e-007
6.514418551029091e-002	9.179265e+000	1.243808e-007
6.544418551029088e-002	9.168887e+000	1.366562e-007
6.574418551029085e-002	9.158522e+000	1.483519e-007
6.604418551029082e-002	9.148167e+000	1.594135e-007
6.634418551029078e-002	9.137823e+000	1.697879e-007
6.664418551029075e-002	9.127493e+000	1.794223e-007
6.694418551029072e-002	9.117173e+000	1.882652e-007
6.724418551029068e-002	9.106865e+000	1.962654e-007
6.754418551029065e-002	9.096569e+000	2.033709e-007
6.784418551029062e-002	9.086285e+000	2.095283e-007
6.814418551029058e-002	9.076013e+000	2.146810e-007
6.844418551029055e-002	9.065751e+000	2.187668e-007
6.874418551029052e-002	9.055502e+000	2.217149e-007
6.904418551029048e-002	9.045263e+000	2.234408e-007
6.934418551029045e-002	9.035037e+000	2.238409e-007
6.954418551029043e-002	9.028226e+000	2.234976e-007
6.964418551029042e-002	9.024822e+000	2.403079e-007
6.974418551029041e-002	9.021420e+000	1.362637e-006
6.984418551029040e-002	9.018020e+000	5.152000e-005
6.994418551029039e-002	9.014622e+000	4.530819e-004
6.999178294259378e-002	9.013010e+000	1.528706e-003
7.002635044528099e-002	9.011846e+000	3.857724e-003
7.004580866042864e-002	9.011199e+000	6.835442e-003
7.006449492461364e-002	9.010591e+000	1.233793e-002
7.008438868836808e-002	9.009965e+000	2.261186e-002
7.010299058167338e-002	9.009418e+000	3.923268e-002
7.012248799955420e-002	9.008911e+000	6.877809e-002
7.014238379533988e-002	9.008513e+000	1.189517e-001
7.016346879103813e-002	9.008311e+000	2.058498e-001
7.018641256216429e-002	9.008512e+000	3.563288e-001
7.021297989186456e-002	9.009653e+000	6.228637e-001
7.024828781868026e-002	9.013095e+000	1.108412e+000
7.032349886855890e-002	9.029745e+000	2.321810e+000
7.036503505723366e-002	9.044400e+000	2.866327e+000
7.041717708318046e-002	9.066704e+000	3.278612e+000
7.050191735054978e-002	9.106378e+000	3.475528e+000
7.058243637928011e-002	9.143532e+000	3.290700e+000
7.067347416118985e-002	9.181211e+000	2.806176e+000
7.075652347664385e-002	9.209055e+000	2.258958e+000
7.085652347664384e-002	9.233373e+000	1.579938e+000
7.095652347664383e-002	9.248630e+000	9.688898e-001
7.105652347664382e-002	9.256106e+000	4.891027e-001
7.113995819798918e-002	9.257768e+000	2.265545e-001
7.122640756900461e-002	9.256850e+000	7.156768e-002
7.125855168453457e-002	9.256081e+000	4.005812e-002
7.128568761385293e-002	9.255268e+000	2.551994e-002
7.131246807010316e-002	9.254416e+000	1.597818e-002
7.133778496689064e-002	9.253580e+000	9.974866e-003
7.136198760368945e-002	9.252765e+000	6.238058e-003
7.138768286362518e-002	9.251887e+000	3.694328e-003
7.141129416018813e-002	9.251074e+000	2.232570e-003
7.143782980544794e-002	9.250155e+000	1.255425e-003
7.146672142624608e-002	9.249152e+000	6.584125e-004
7.150205751079411e-002	9.247922e+000	2.958663e-004
7.154501776643427e-002	9.246425e+000	1.104502e-004
7.160318346907366e-002	9.244397e+000	3.037738e-005
7.168913103996574e-002	9.241402e+000	4.304223e-006
7.178913103996573e-002	9.237918e+000	8.314305e-008
7.188913103996572e-002	9.234436e+000	-1.838475e-007
7.198913103996571e-002	9.230954e+000	-1.968617e-007
7.228913103996568e-002	9.220518e+000	-2.069762e-007
7.258913103996564e-002	9.210093e+000	-2.119082e-007
7.288913103996561e-002	9.199680e+000	-2.136146e-007
7.318913103996558e-002	9.189280e+000	-2.130050e-007
7.348913103996554e-002	9.178890e+000	-2.105871e-007
7.378913103996551e-002	9.168512e+000	-2.066688e-007
7.408913103996548e-002	9.158147e+000	-2.014522e-007
7.438913103996545e-002	9.147793e+000	-1.950805e-007
7.468913103996541e-002	9.137451e+000	-1.876638e-007
7.498913103996538e-002	9.127120e+000	-1.792919e-007
7.528913103996535e-002	9.116800e+000	-1.700403e-007
7.558913103996531e-002	9.106493e+000	-1.599801e-007
7.588913103996528e-002	9.096198e+000	-1.491762e-007
7.618913103996525e-002	9.085914e+000	-1.376907e-007
7.648913103996521e-002	9.075642e+000	-1.255853e-007
7.678913103996518e-002	9.065381e+000	-1.129197e-007
7.708913103996515e-002	9.055132e+000	-9.975611e-008
7.738913103996511e-002	9.044894e+000	-8.615325e-008
7.768913103996508e-002	9.034668e+000	-7.217363e-008
7.788913103996506e-002	9.027857e+000	-6.267419e-008
7.798913103996505e-002	9.024454e+000	-5.787751e-008
7.808913103996504e-002	9.021051e+000	-5.305264e-008
7.818913103996503e-002	9.017652e+000	-4.820231e-008
7.828913103996502e-002	9.014269e+000	-4.333947e-008
7.838913103996500e-002	9.010958e+000	-3.851648e-008
7.843360564118160e-002	9.009579e+000	-3.645714e-008
7.845653640210787e-002	9.008968e+000	-3.549284e-008
7.847778256499727e-002	9.008555e+000	-3.473407e-008
7.850010634346491e-002	9.008378e+000	-3.413824e-008
7.852322326120706e-002	9.008661e+000	-3.383333e-008
7.855071345427339e-002	9.010038e+000	-3.398667e-008
7.858827430106646e-002	9.014082e+000	-3.489886e-008
7.862266021651954e-002	9.020522e+000	-3.609862e-008
7.866300730947301e-002	9.031747e+000	-3.738897e-008
7.870491837183338e-002	9.047036e+000	-3.799435e-008
7.876014709580884e-002	9.071121e+000	-3.720733e-008
7.885595566387305e-002	9.116057e+000	-3.305114e-008
7.893951241076372e-002	9.153853e+000	-2.753915e-008
7.902990139161120e-002	9.189601e+000	-2.032621e-008
7.921466744484271e-002	9.237987e+000	-4.766889e-009
7.931466744484270e-002	9.251284e+000	3.204313e-009
7.940274340574427e-002	9.256598e+000	9.568705e-009
7.949573350982597e-002	9.257747e+000	1.554457e-008
7.955378057822005e-002	9.256981e+000	1.890802e-008
7.959652385747051e-002	9.255885e+000	2.121159e-008
7.963063182749813e-002	9.254851e+000	2.298175e-008
7.966524080613507e-002	9.253728e+000	2.473901e-008
7.970289525917365e-002	9.252461e+000	2.662505e-008
7.974257312943181e-002	9.251101e+000	2.859450e-008
7.979043379846487e-002	9.249443e+000	3.095633e-008
7.985000053532704e-002	9.247371e+000	3.388441e-008
7.993407858703130e-002	9.244441e+000	3.800449e-008
8.003407858703129e-002	9.240956e+000	4.288813e-008
8.013407858703128e-002	9.237473e+000	4.775279e-008
8.023407858703127e-002	9.233990e+000	5.259631e-008
8.033407858703126e-002	9.230509e+000	5.741617e-008
8.063407858703123e-002	9.220073e+000	7.171116e-008
8.093407858703119e-002	9.209649e+000	8.571124e-008
8.123407858703116e-002	9.199237e+000	9.935752e-008
8.153407858703113e-002	9.188836e+000	1.125898e-007
8.183407858703110e-002	9.178448e+000	1.253507e-007
8.213407858703106e-002	9.168070e+000	1.375831e-007
8.243407858703103e-002	9.157705e+000	1.492317e-007
8.273407858703100e-002	9.147352e+000	1.602421e-007
8.293407858703097e-002	9.140455e+000	1.672013e-007
8.323407858703094e-002	9.130121e+000	1.770300e-007
8.343407858703092e-002	9.123240e+000	1.831536e-007
8.373407858703089e-002	9.112925e+000	1.916565e-007
8.403407858703085e-002	9.102621e+000	1.992955e-007
8.433407858703082e-002	9.092331e+000	2.060183e-007
8.463407858703079e-002	9.082050e+000	2.117697e-007
8.493407858703075e-002	9.071783e+000	2.164925e-007
8.523407858703072e-002	9.061526e+000	2.201202e-007
8.553407858703069e-002	9.051281e+000	2.225777e-007
8.583407858703065e-002	9.041048e+000	2.237728e-007
8.613407858703062e-002	9.030827e+000	2.235984e-007
8.623407858703061e-002	9.027422e+000	2.237612e-007
8.633407858703060e-002	9.024019e+000	2.704082e-007
8.643407858703059e-002	9.020617e+000	3.076886e-006
8.653407858703058e-002	9.017217e+000	1.179821e-004
8.663407858703057e-002	9.013822e+000	8.274131e-004
8.667205682123308e-002	9.012537e+000	2.216390e-003
8.670356990073805e-002	9.011481e+000	5.353128e-003
8.672242718556039e-002	9.010859e+000	9.347475e-003
8.674114115435858e-002	9.010260e+000	1.675767e-002
8.676072658769324e-002	9.009662e+000	3.019463e-002
8.677954863625692e-002	9.009137e+000	5.229997e-002
8.679928780005411e-002	9.008677e+000	9.125849e-002
8.681969201687656e-002	9.008364e+000	1.576680e-001
8.684161158378029e-002	9.008330e+000	2.728265e-001
8.686607691884363e-002	9.008906e+000	4.737224e-001
8.689601745295575e-002	9.011125e+000	8.386582e-001
8.694406867586940e-002	9.018243e+000	1.582726e+000
8.698304796394335e-002	9.027656e+000	2.210914e+000
8.702566739680082e-002	9.042088e+000	2.797893e+000
8.707355753439219e-002	9.062063e+000	3.223931e+000
8.714983202993640e-002	9.097518e+000	3.478016e+000
8.723014022893438e-002	9.135148e+000	3.363877e+000
8.731216839269021e-002	9.170454e+000	2.974967e+000
8.739854369948277e-002	9.201417e+000	2.424687e+000
8.749677924262617e-002	9.227859e+000	1.755146e+000
8.759677924262616e-002	9.245465e+000	1.119077e+000
8.769677924262614e-002	9.254895e+000	5.962542e-001
8.777846357049018e-002	9.257620e+000	2.989205e-001
8.786619716055635e-002	9.257403e+000	1.026035e-001
8.789832566636657e-002	9.256778e+000	6.101782e-002
8.793398246947504e-002	9.255786e+000	3.525238e-002
8.796370807416015e-002	9.254875e+000	2.132116e-002
8.799525076379391e-002	9.253851e+000	1.223146e-002
8.802785831648505e-002	9.252758e+000	6.597399e-003
8.806072812608681e-002	9.251636e+000	3.436070e-003
8.809925735090315e-002	9.250304e+000	1.566963e-003
8.814414576188656e-002	9.248746e+000	6.100389e-004
8.820266046219374e-002	9.246708e+000	1.808711e-004
8.828453028640737e-002	9.243855e+000	3.175035e-005
8.838453028640736e-002	9.240370e+000	2.400870e-006
8.848453028640735e-002	9.236887e+000	-8.520146e-008
8.858453028640734e-002	9.233404e+000	-1.907811e-007
8.868453028640733e-002	9.229923e+000	-1.982335e-007
8.898453028640729e-002	9.219488e+000	-2.076295e-007
8.928453028640726e-002	9.209064e+000	-2.121942e-007
8.958453028640723e-002	9.198653e+000	-2.136485e-007
8.988453028640719e-002	9.188253e+000	-2.128463e-007
9.018453028640716e-002	9.177865e+000	-2.102743e-007
9.048453028640713e-002	9.167489e+000	-2.062234e-007
9.078453028640710e-002	9.157125e+000	-2.008910e-007
9.108453028640706e-002	9.146771e+000	-1.944145e-007
9.138453028640703e-002	9.136430e+000	-1.869030e-007
9.168453028640700e-002	9.126101e+000	-1.784420e-007
9.198453028640696e-002	9.115783e+000	-1.691105e-007
9.228453028640693e-002	9.105476e+000	-1.589769e-007
9.258453028640690e-002	9.095182e+000	-1.481058e-007
9.288453028640686e-002	9.084900e+000	-1.365579e-007
9.318453028640683e-002	9.074629e+000	-1.243961e-007
9.348453028640680e-002	9.064369e+000	-1.116805e-007
9.378453028640676e-002	9.054121e+000	-9.847099e-008
9.408453028640673e-002	9.043884e+000	-8.483039e-008
9.438453028640670e-002	9.033659e+000	-7.081871e-008
9.458453028640668e-002	9.026850e+000	-6.129994e-008
9.468453028640667e-002	9.023446e+000	-5.649417e-008
9.478453028640665e-002	9.020044e+000	-5.166112e-008
9.488453028640664e-002	9.016645e+000	-4.680351e-008
9.498453028640663e-002	9.013267e+000	-4.193930e-008
9.506145125975810e-002	9.010715e+000	-3.822691e-008
9.508767007852079e-002	9.009890e+000	-3.700609e-008
9.511184587343130e-002	9.009201e+000	-3.594983e-008
9.513207703163906e-002	9.008722e+000	-3.515412e-008
9.515314236488867e-002	9.008396e+000	-3.447073e-008
9.517509984058331e-002	9.008363e+000	-3.398778e-008
9.519961715749561e-002	9.008945e+000	-3.382464e-008
9.522961293698282e-002	9.011182e+000	-3.423870e-008
9.527786431231713e-002	9.018368e+000	-3.571907e-008
9.531697243742324e-002	9.027851e+000	-3.703024e-008
9.535957680985413e-002	9.042322e+000	-3.792292e-008
9.540763577474806e-002	9.062407e+000	-3.770316e-008
9.548459813770308e-002	9.098205e+000	-3.513278e-008
9.556489713059729e-002	9.135799e+000	-3.049201e-008
9.564701040319876e-002	9.171058e+000	-2.436501e-008
9.573340345184866e-002	9.201900e+000	-1.722287e-008
9.583190950633616e-002	9.228252e+000	-8.880022e-009
9.593190950633615e-002	9.245700e+000	-6.648406e-010
9.603190950633614e-002	9.254993e+000	6.955261e-009
9.611354128529925e-002	9.257641e+000	1.250558e-008
9.620107978149595e-002	9.257323e+000	1.780882e-008
9.624470728623033e-002	9.256415e+000	2.023029e-008
9.628741685813178e-002	9.255173e+000	2.246829e-008
9.633004586779978e-002	9.253808e+000	2.464244e-008
9.636988855621972e-002	9.252473e+000	2.664082e-008
9.641572374960650e-002	9.250900e+000	2.891537e-008
9.646974900687297e-002	9.249027e+000	3.157857e-008
9.654189311544337e-002	9.246516e+000	3.512082e-008
9.664189311544336e-002	9.243032e+000	4.001504e-008
9.674189311544335e-002	9.239547e+000	4.489266e-008
9.684189311544333e-002	9.236063e+000	4.974936e-008
9.694189311544332e-002	9.232581e+000	5.458242e-008
9.714189311544330e-002	9.225621e+000	6.417395e-008
9.744189311544327e-002	9.215191e+000	7.833842e-008
9.774189311544324e-002	9.204773e+000	9.218002e-008
9.804189311544320e-002	9.194366e+000	1.056378e-007
9.834189311544317e-002	9.183971e+000	1.186563e-007
9.864189311544314e-002	9.173588e+000	1.311755e-007
9.894189311544310e-002	9.163216e+000	1.431399e-007
9.924189311544307e-002	9.152857e+000	1.544959e-007
9.954189311544304e-002	9.142508e+000	1.651870e-007
9.984189311544300e-002	9.132172e+000	1.751614e-007
1.001418931154430e-001	9.121847e+000	1.843682e-007
1.004418931154429e-001	9.111534e+000	1.927556e-007
1.007418931154429e-001	9.101233e+000	2.002726e-007
1.010418931154429e-001	9.090943e+000	2.068655e-007
1.013418931154428e-001	9.080666e+000	2.124798e-007
1.016418931154428e-001	9.070398e+000	2.170564e-007
1.019418931154428e-001	9.060144e+000	2.205288e-007
1.022418931154427e-001	9.049900e+000	2.228180e-007
1.025418931154427e-001	9.039669e+000	2.238321e-007
1.028418931154427e-001	9.029449e+000	2.234874e-007
1.029418931154427e-001	9.026045e+000	2.266161e-007
1.030418931154427e-001	9.022642e+000	4.910098e-007
1.031418931154426e-001	9.019241e+000	1.401364e-005
1.032418931154426e-001	9.015844e+000	4.878243e-004
1.033418931154426e-001	9.012469e+000	4.413158e-003
1.033961869820286e-001	9.010673e+000	1.330402e-002
1.034190873957474e-001	9.009949e+000	2.401838e-002
1.034396588279737e-001	9.009352e+000	4.379360e-002
1.034608075567789e-001	9.008823e+000	7.935168e-002
1.034807690133133e-001	9.008465e+000	1.360958e-001
1.035025197902929e-001	9.008336e+000	2.371842e-001
1.035260817294948e-001	9.008700e+000	4.101256e-001
1.035541691399847e-001	9.010287e+000	7.213876e-001
1.035941880048775e-001	9.014980e+000	1.307715e+000
1.036278853681512e-001	9.021788e+000	1.858623e+000
1.036729337210398e-001	9.035089e+000	2.551264e+000
1.037143721952124e-001	9.050855e+000	3.028658e+000
1.037747018062336e-001	9.077811e+000	3.390285e+000
1.038600875201663e-001	9.118103e+000	3.451506e+000
1.039408662824359e-001	9.154608e+000	3.178477e+000
1.040291583949336e-001	9.189361e+000	2.663892e+000
1.042173810229159e-001	9.238480e+000	1.401498e+000
1.043173810229159e-001	9.251549e+000	8.170353e-001
1.044048301097730e-001	9.256687e+000	4.326386e-001
1.044974167346193e-001	9.257748e+000	1.687369e-001
1.045546765740072e-001	9.256969e+000	7.502061e-002
1.045980724719760e-001	9.255847e+000	3.768998e-002
1.046331688821399e-001	9.254779e+000	2.073338e-002
1.046687081355526e-001	9.253621e+000	1.106296e-002
1.047075513828518e-001	9.252312e+000	5.330590e-003
1.047490495889047e-001	9.250886e+000	2.344041e-003
1.047996461804224e-001	9.249132e+000	8.472891e-004
1.048639221396214e-001	9.246895e+000	2.314319e-004
1.049570774906702e-001	9.243649e+000	3.336005e-005
1.050570774906702e-001	9.240164e+000	1.976694e-006
1.051570774906702e-001	9.236681e+000	-1.042799e-007
1.052570774906702e-001	9.233198e+000	-1.916469e-007
1.053570774906701e-001	9.229717e+000	-1.984918e-007
1.056570774906701e-001	9.219282e+000	-2.077559e-007
1.059570774906701e-001	9.208859e+000	-2.122497e-007
1.062570774906700e-001	9.198448e+000	-2.136503e-007
1.065570774906700e-001	9.188048e+000	-2.128127e-007
1.068570774906700e-001	9.177660e+000	-2.102079e-007
1.071570774906699e-001	9.167284e+000	-2.061306e-007
1.074570774906699e-001	9.156920e+000	-2.007737e-007
1.077570774906699e-001	9.146567e+000	-1.942763e-007
1.080570774906698e-001	9.136227e+000	-1.867447e-007
1.083570774906698e-001	9.125897e+000	-1.782691e-007
1.086570774906698e-001	9.115580e+000	-1.689195e-007
1.089570774906697e-001	9.105274e+000	-1.587696e-007
1.092570774906697e-001	9.094980e+000	-1.478847e-007
1.095570774906697e-001	9.084698e+000	-1.363242e-007
1.098570774906696e-001	9.074427e+000	-1.241515e-007
1.101570774906696e-001	9.064167e+000	-1.114258e-007
1.104570774906696e-001	9.053919e+000	-9.820724e-008
1.107570774906695e-001	9.043682e+000	-8.455936e-008
1.110570774906695e-001	9.033458e+000	-7.053859e-008
1.112570774906695e-001	9.026648e+000	-6.101709e-008
1.113570774906695e-001	9.023245e+000	-5.621041e-008
1.114570774906695e-001	9.019843e+000	-5.137645e-008
1.115570774906695e-001	9.016445e+000	-4.651884e-008
1.116570774906694e-001	9.013067e+000	-4.165428e-008
1.117288929075666e-001	9.010708e+000	-3.820852e-008
1.117708732108887e-001	9.009426e+000	-3.628348e-008
1.117925259461783e-001	9.008866e+000	-3.538841e-008
1.118139861586425e-001	9.008475e+000	-3.464410e-008
1.118362176574519e-001	9.008343e+000	-3.408412e-008
1.118597460402389e-001	9.008716e+000	-3.382379e-008
1.118879967509535e-001	9.010335e+000	-3.405790e-008
1.119282470397283e-001	9.015114e+000	-3.512912e-008
1.119622759214683e-001	9.022050e+000	-3.631806e-008
1.120070936138246e-001	9.035374e+000	-3.763247e-008
1.120488017783103e-001	9.051318e+000	-3.800360e-008
1.121096667268338e-001	9.078571e+000	-3.679963e-008
1.121943690523669e-001	9.118555e+000	-3.282737e-008
1.122751336631688e-001	9.155020e+000	-2.735925e-008
1.123632266689778e-001	9.189621e+000	-2.031523e-008
1.125518348986923e-001	9.238673e+000	-4.448339e-009
1.126518348986923e-001	9.251651e+000	3.497985e-009
1.127390281345106e-001	9.256719e+000	9.772604e-009
1.128314451690183e-001	9.257686e+000	1.566857e-008
1.128989991917644e-001	9.256683e+000	1.954249e-008
1.129482120279084e-001	9.255354e+000	2.216320e-008
1.129914204677656e-001	9.253989e+000	2.437575e-008
1.130347430994708e-001	9.252541e+000	2.654953e-008
1.130847403796060e-001	9.250826e+000	2.903060e-008
1.131445725075445e-001	9.248752e+000	3.197965e-008
1.132259271793076e-001	9.245919e+000	3.597318e-008
1.133259271793076e-001	9.242435e+000	4.086360e-008
1.134259271793076e-001	9.238951e+000	4.573576e-008
1.135259271793076e-001	9.235468e+000	5.058882e-008
1.136259271793076e-001	9.231985e+000	5.542006e-008
1.139259271793075e-001	9.221548e+000	6.975097e-008
1.142259271793075e-001	9.211123e+000	8.379538e-008
1.145259271793075e-001	9.200708e+000	9.749328e-008
1.148259271793074e-001	9.190306e+000	1.107874e-007
1.151259271793074e-001	9.179916e+000	1.236158e-007
1.154259271793074e-001	9.169538e+000	1.359258e-007
1.157259271793073e-001	9.159170e+000	1.476574e-007
1.160259271793073e-001	9.148815e+000	1.587587e-007
1.163259271793073e-001	9.138472e+000	1.691769e-007
1.166259271793072e-001	9.128139e+000	1.788567e-007
1.169259271793072e-001	9.117820e+000	1.877515e-007
1.172259271793072e-001	9.107512e+000	1.958024e-007
1.175259271793071e-001	9.097215e+000	2.029647e-007
1.178259271793071e-001	9.086929e+000	2.091820e-007
1.181259271793071e-001	9.076656e+000	2.143961e-007
1.184259271793070e-001	9.066394e+000	2.185488e-007
1.187259271793070e-001	9.056144e+000	2.215693e-007
1.190259271793070e-001	9.045905e+000	2.233719e-007
1.193259271793069e-001	9.035678e+000	2.238548e-007
1.195259271793069e-001	9.028866e+000	2.234647e-007
1.196259271793069e-001	9.025462e+000	2.307479e-007
1.197259271793069e-001	9.022059e+000	7.688423e-007
1.198259271793069e-001	9.018659e+000	2.653246e-005
1.199259271793069e-001	9.015265e+000	8.713424e-004
1.200259271793069e-001	9.011909e+000	7.648326e-003
1.200804412350170e-001	9.010140e+000	2.277344e-002
1.201036531710268e-001	9.009447e+000	4.088641e-002
1.201248881591565e-001	9.008904e+000	7.438501e-002
1.201465610289261e-001	9.008498e+000	1.333146e-001
1.201677173422204e-001	9.008352e+000	2.286001e-001
1.201914559250890e-001	9.008682e+000	3.985788e-001
1.202190227232897e-001	9.010150e+000	6.974427e-001
1.202579587754366e-001	9.014528e+000	1.260386e+000
1.202918619121752e-001	9.021173e+000	1.813660e+000
1.203370856527179e-001	9.034243e+000	2.516365e+000
1.203779759265737e-001	9.049588e+000	3.000077e+000
1.204366762559136e-001	9.075640e+000	3.370062e+000
1.205242039120043e-001	9.116890e+000	3.453055e+000
1.206051293314912e-001	9.153542e+000	3.190470e+000
1.206940691528421e-001	9.188735e+000	2.675611e+000
1.208811535412791e-001	9.237972e+000	1.420056e+000
1.209811535412791e-001	9.251280e+000	8.322508e-001
1.210692708254645e-001	9.256603e+000	4.411565e-001
1.211622955107784e-001	9.257677e+000	1.776434e-001
1.212344435648881e-001	9.256674e+000	6.170976e-002
1.212632309620363e-001	9.255928e+000	3.729754e-002
1.212958986268751e-001	9.254928e+000	2.191630e-002
1.213284203340068e-001	9.253875e+000	1.224078e-002
1.213588805150080e-001	9.252854e+000	6.872452e-003
1.213931166456009e-001	9.251686e+000	3.510193e-003
1.214301840133003e-001	9.250406e+000	1.640811e-003
1.214756275044042e-001	9.248828e+000	6.368204e-004
1.215326166229588e-001	9.246843e+000	1.925106e-004
1.216134023386304e-001	9.244028e+000	3.517681e-005
1.217134023386303e-001	9.240543e+000	2.773485e-006
1.218134023386303e-001	9.237061e+000	-6.815026e-008
1.219134023386303e-001	9.233578e+000	-1.900316e-007
1.220134023386303e-001	9.230097e+000	-1.980316e-007
1.223134023386303e-001	9.219661e+000	-2.075294e-007
1.226134023386303e-001	9.209238e+000	-2.121506e-007
1.229134023386302e-001	9.198826e+000	-2.136430e-007
1.232134023386302e-001	9.188425e+000	-2.128727e-007
1.235134023386302e-001	9.178038e+000	-2.103234e-007
1.238134023386301e-001	9.167661e+000	-2.062925e-007
1.241134023386301e-001	9.157296e+000	-2.009783e-007
1.244134023386301e-001	9.146943e+000	-1.945182e-007
1.247134023386300e-001	9.136601e+000	-1.870212e-007
1.250134023386300e-001	9.126272e+000	-1.785738e-007
1.253134023386300e-001	9.115953e+000	-1.692551e-007
1.256134023386299e-001	9.105648e+000	-1.591325e-007
1.259134023386299e-001	9.095353e+000	-1.482713e-007
1.262134023386299e-001	9.085070e+000	-1.367334e-007
1.265134023386298e-001	9.074799e+000	-1.245808e-007
1.268134023386298e-001	9.064539e+000	-1.118724e-007
1.271134023386298e-001	9.054291e+000	-9.867108e-008
1.274134023386297e-001	9.044054e+000	-8.503594e-008
1.277134023386297e-001	9.033829e+000	-7.102699e-008
1.279134023386297e-001	9.027019e+000	-6.151276e-008
1.280134023386297e-001	9.023615e+000	-5.670790e-008
1.281134023386296e-001	9.020213e+000	-5.187667e-008
1.282134023386296e-001	9.016814e+000	-4.702179e-008
1.283134023386296e-001	9.013453e+000	-4.216690e-008
1.284134023386296e-001	9.010242e+000	-3.741695e-008
1.284595953190398e-001	9.008965e+000	-3.540822e-008
1.284838900375642e-001	9.008524e+000	-3.455776e-008
1.285080203835178e-001	9.008456e+000	-3.399945e-008
1.285327601458700e-001	9.009019e+000	-3.381883e-008
1.285624123171407e-001	9.011189e+000	-3.421823e-008
1.286098639746048e-001	9.018135e+000	-3.566111e-008
1.286485311347681e-001	9.027380e+000	-3.696605e-008
1.286911655773919e-001	9.041702e+000	-3.789486e-008
1.287386889255484e-001	9.061420e+000	-3.773989e-008
1.288133689987889e-001	9.096061e+000	-3.534593e-008
1.288937383993974e-001	9.133768e+000	-3.078920e-008
1.289755600640230e-001	9.169151e+000	-2.474314e-008
1.290619027195266e-001	9.200370e+000	-1.762995e-008
1.291594985306099e-001	9.226987e+000	-9.364063e-009
1.292594985306098e-001	9.244944e+000	-1.124135e-009
1.293594985306098e-001	9.254654e+000	6.538063e-009
1.294426764346836e-001	9.257580e+000	1.223335e-008
1.295303103652723e-001	9.257351e+000	1.755991e-008
1.295854240957047e-001	9.256209e+000	2.062008e-008
1.296227557755176e-001	9.255123e+000	2.257562e-008
1.296612807771348e-001	9.253885e+000	2.453706e-008
1.297020560059526e-001	9.252518e+000	2.658116e-008
1.297455129526346e-001	9.251028e+000	2.873835e-008
1.297985163198178e-001	9.249191e+000	3.135399e-008
1.298664454198100e-001	9.246827e+000	3.469129e-008
1.299661620138483e-001	9.243353e+000	3.957320e-008
1.300661620138483e-001	9.239868e+000	4.445155e-008
1.301661620138483e-001	9.236385e+000	4.930916e-008
1.302661620138483e-001	9.232903e+000	5.414495e-008
1.304661620138483e-001	9.225943e+000	6.374194e-008
1.307661620138482e-001	9.215511e+000	7.791459e-008
1.310661620138482e-001	9.205093e+000	9.176711e-008
1.313661620138482e-001	9.194686e+000	1.052376e-007
1.316661620138481e-001	9.184290e+000	1.182698e-007
1.319661620138481e-001	9.173906e+000	1.308053e-007
1.322661620138481e-001	9.163535e+000	1.427870e-007
1.325661620138480e-001	9.153175e+000	1.541621e-007
1.328661620138480e-001	9.142826e+000	1.648741e-007
1.331661620138480e-001	9.132490e+000	1.748704e-007
1.334661620138479e-001	9.122165e+000	1.841026e-007
1.337661620138479e-001	9.111851e+000	1.925146e-007
1.340661620138479e-001	9.101549e+000	2.000597e-007
1.343661620138478e-001	9.091259e+000	2.066799e-007
1.346661620138478e-001	9.080981e+000	2.123252e-007
1.349661620138478e-001	9.070714e+000	2.169336e-007
1.352661620138477e-001	9.060459e+000	2.204397e-007
1.355661620138477e-001	9.050216e+000	2.227671e-007
1.358661620138477e-001	9.039984e+000	2.238194e-007
1.361661620138476e-001	9.029763e+000	2.235074e-007
1.362661620138476e-001	9.026360e+000	2.254501e-007
1.363661620138476e-001	9.022956e+000	4.069798e-007
1.364661620138476e-001	9.019554e+000	1.002036e-005
1.365661620138476e-001	9.016157e+000	3.586454e-004
1.366661620138476e-001	9.012772e+000	2.697663e-003
1.367100618106783e-001	9.011308e+000	7.955538e-003
1.367441577173220e-001	9.010206e+000	1.919856e-002
1.367634925790899e-001	9.009619e+000	3.283633e-002
1.367831957685260e-001	9.009082e+000	5.826755e-002
1.368035497086907e-001	9.008633e+000	1.025615e-001
1.368240930488716e-001	9.008363e+000	1.764927e-001
1.368465434213156e-001	9.008420e+000	3.063707e-001
1.368717578169756e-001	9.009204e+000	5.324361e-001
1.369037078942119e-001	9.011817e+000	9.416996e-001
1.369442569147761e-001	9.018103e+000	1.581636e+000
1.369828824690828e-001	9.027579e+000	2.209258e+000
1.370246371266410e-001	9.041692e+000	2.785671e+000
1.370732056645209e-001	9.061919e+000	3.220781e+000
1.371487960231348e-001	9.097025e+000	3.478106e+000
1.372289305698767e-001	9.134600e+000	3.367946e+000
1.373109765737916e-001	9.169977e+000	2.981722e+000
1.373973302538000e-001	9.201032e+000	2.432822e+000
1.374953406168150e-001	9.227542e+000	1.764802e+000
1.375953406168150e-001	9.245275e+000	1.127523e+000
1.376953406168150e-001	9.254816e+000	6.024979e-001
1.377770110573028e-001	9.257603e+000	3.030977e-001
