time	V(vout)	I(D1)
1.378648782263742e-001	9.257408e+000	1.055584e-001
1.379007779604225e-001	9.256706e+000	5.941875e-002
1.379384787332083e-001	9.255649e+000	3.308818e-002
1.379709023102544e-001	9.254645e+000	1.897772e-002
1.380036050052406e-001	9.253574e+000	1.057724e-002
1.380393803666697e-001	9.252367e+000	5.369532e-003
1.380769726418278e-001	9.251077e+000	2.536132e-003
1.381221732481024e-001	9.249511e+000	1.010076e-003
1.381777174308424e-001	9.247579e+000	3.200881e-004
1.382547610160383e-001	9.244894e+000	6.531002e-005
1.383547610160383e-001	9.241409e+000	6.095750e-006
1.384547610160383e-001	9.237926e+000	9.280939e-008
1.385547610160383e-001	9.234443e+000	-1.834669e-007
1.386547610160382e-001	9.230961e+000	-1.968092e-007
1.389547610160382e-001	9.220525e+000	-2.069537e-007
1.392547610160382e-001	9.210100e+000	-2.118995e-007
1.395547610160381e-001	9.199687e+000	-2.136130e-007
1.398547610160381e-001	9.189286e+000	-2.130128e-007
1.401547610160381e-001	9.178897e+000	-2.105990e-007
1.404547610160380e-001	9.168520e+000	-2.066854e-007
1.407547610160380e-001	9.158154e+000	-2.014722e-007
1.410547610160380e-001	9.147800e+000	-1.951057e-007
1.413547610160379e-001	9.137457e+000	-1.876906e-007
1.416547610160379e-001	9.127127e+000	-1.793233e-007
1.419547610160379e-001	9.116808e+000	-1.700737e-007
1.422547610160379e-001	9.106501e+000	-1.600174e-007
1.425547610160378e-001	9.096205e+000	-1.492153e-007
1.428547610160378e-001	9.085921e+000	-1.377321e-007
1.431547610160378e-001	9.075648e+000	-1.256285e-007
1.434547610160377e-001	9.065388e+000	-1.129647e-007
1.437547610160377e-001	9.055139e+000	-9.980249e-008
1.440547610160377e-001	9.044901e+000	-8.620100e-008
1.443547610160376e-001	9.034676e+000	-7.222206e-008
1.445547610160376e-001	9.027864e+000	-6.272330e-008
1.446547610160376e-001	9.024461e+000	-5.792754e-008
1.447547610160376e-001	9.021059e+000	-5.310358e-008
1.448547610160376e-001	9.017658e+000	-4.825324e-008
1.449547610160376e-001	9.014275e+000	-4.338926e-008
1.450547610160375e-001	9.010968e+000	-3.856987e-008
1.451032374817729e-001	9.009475e+000	-3.633247e-008
1.451264949147426e-001	9.008871e+000	-3.536816e-008
1.451481115330809e-001	9.008483e+000	-3.462193e-008
1.451708196610097e-001	9.008365e+000	-3.406020e-008
1.451944174421525e-001	9.008774e+000	-3.381894e-008
1.452230656443061e-001	9.010509e+000	-3.409060e-008
1.452645820769417e-001	9.015678e+000	-3.523604e-008
1.452998390550687e-001	9.023127e+000	-3.646712e-008
1.453438566681969e-001	9.036572e+000	-3.769627e-008
1.453867268433785e-001	9.053270e+000	-3.797645e-008
1.454497852322989e-001	9.081748e+000	-3.658023e-008
1.455327543677976e-001	9.120940e+000	-3.253394e-008
1.456137137771147e-001	9.157291e+000	-2.695931e-008
1.457010572201062e-001	9.191197e+000	-1.993727e-008
1.457914070256426e-001	9.218651e+000	-1.230356e-008
1.458914070256426e-001	9.239728e+000	-3.936293e-009
1.459914070256426e-001	9.252196e+000	3.971594e-009
1.460774818809272e-001	9.256888e+000	1.012364e-008
1.461691486956588e-001	9.257677e+000	1.593846e-008
1.462313877096565e-001	9.256715e+000	1.949750e-008
1.462794186464139e-001	9.255412e+000	2.205286e-008
1.463215393412492e-001	9.254087e+000	2.421178e-008
1.463637940863863e-001	9.252678e+000	2.633494e-008
1.464121287411478e-001	9.251023e+000	2.873583e-008
1.464691207769540e-001	9.249049e+000	3.154632e-008
1.465453713424119e-001	9.246395e+000	3.529110e-008
1.466453713424119e-001	9.242910e+000	4.018602e-008
1.467453713424119e-001	9.239426e+000	4.506273e-008
1.468453713424119e-001	9.235943e+000	4.991762e-008
1.469453713424118e-001	9.232461e+000	5.474976e-008
1.472453713424118e-001	9.222023e+000	6.909340e-008
1.475453713424118e-001	9.211597e+000	8.315328e-008
1.478453713424117e-001	9.201182e+000	9.686755e-008
1.481453713424117e-001	9.190780e+000	1.101807e-007
1.484453713424117e-001	9.180388e+000	1.230328e-007
1.487453713424116e-001	9.170010e+000	1.353683e-007
1.490453713424116e-001	9.159642e+000	1.471290e-007
1.493453713424116e-001	9.149286e+000	1.582594e-007
1.496453713424115e-001	9.138942e+000	1.687113e-007
1.499453713424115e-001	9.128610e+000	1.784323e-007
1.500000000000000e-001	9.126729e+000	1.792851e-007
